456,edloseolegaspi1, Plano nila ini-implement na ni mayor nang matagal. #PiliPinasDebates,,,,,,,,,
457,nomadnocry, Binay loooooves to personally attack his co-candidates. #PilipinasDebates#PiliPinas2016,,,,,,,,,
458,23Rzi, Apart from it's getting more of an entertainment, this should be taken seriously.#PilipinasDebates,,,,,,,,
459,vhia_xoxo, Dapat walang commercial break.. sa tagal ng pinaghintay namin e. -.- #pilipinasdebates,,,,,,,,,
460,triplangchong, #PHVoteSantiago #PILIPinasDebates,,,,,,,,,
461,geliemrdno, #PilipinasDebates Binay and Poe getting hot<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,,,,
462,jimmarsp12, PiliPinasDebates. Hahaha.,,,,,,,,,
463,Francis_Baldove, It is RECORDED haha!!!Binay tubag haha#PILIpinasDebates#Round2,,,,,,,,,
464,denlightful, Worse debate..! Thrilling though..! Hahah.. Feeling ko may magsusuntukan..! Well well well, caramel.. <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PiliPinasDebates #TV5,,,,,,,,
465,laryboygs, Si Binay yung estudyanteng andaming dalang libre pero di inaaral tapos pagdating ng exam nangongodigo #PilipinasDebates,,,,,,,,,
466,laruhguerrero, Natatawa na lang ako sa inyo JUSKO LORD #PiliPinasDebates,,,,,,,,,
467,jerometarriela, Dapat si ENYGMA nalang ng FLIPTOP yung moderator eh. Mas nasusunod pa yung time. #PilipinasDebates2016 #PilipinasDebates,,,,,,,,,
468,tdybaes, Naghintay ng matagal para sa matalinong debate; nagreunion ung dalawang magnanakaw &amp; nagbintangan na parang nasa palengke #PiliPinasDebates,,,,,,,,,
469,Official_ALMAR, now watching Pilipinas Debates :-)#PilipinasDebates,,,,,,,,,
470,mzaldarriaga, #pilipinasdebates question for mr. Roxas. Will you push for dept of ict? Started by gma?,,,,,,,,,
471,KililingPutput_, Grace&amp;Mar. Bugbugan nalang daw. HAHAHAHAHA #PILIPINASDEBATES,,,,,,,,,
472,mrlwg, Wag niyong barahin lagi si Binay, speechless na tuloy. Hahaha! #PilipinasDebates,,,,,,,,
473,shekinahmarie3, Duterte:Mar we are friendsMar:I thought soHahaha okay maka gv#PILIPINASDEBATES,,,,,,,,,
474,_averyisaac, Kapag tapos na ang time, dapat minu-mute na ang mic. #PiliPinasDebates,,,,,,,,
475,rtcvjnfuria," """"Mar"," we are FRIENDS"""" -Duterte on Mar. HAHAHAHAHAHA NATAWA AKO DITO! HAHAHA #PiliPinasDebates",,,,,,,,
476,mythreid, Haha plagiarized program. coz what can a Mar Roxas do, really?#PiliPinasDebates#Du30,,,,,,,,
477,genemichaeliziz, SIZZLING HOT! #PilipinasDebates,,,,,,,,,
478,KoyaaArnie, Laptrip sa Debate. Realtalkan Session haha. <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates,,,,,,,,,
479,warren_supnet, #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar:  https://t.co/o6ksM902yp,,,,,,,,,
480,immokatahum_08, Go Tatay Duterte. <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates,,,,,,,,,
481,jammie_05, hahahaha Mar nga nga ka! walay sundugay!!! #PilipinasDebates,,,,,,,,,
482,briantnrte, Kainis si mar roxas. #pilipinasdebates,,,,,,,,,
483,Acestrellado, Duterte is Duterte #PiliPinasDebates 2016,,,,,,,,,
484,nicaguisando, Wag puro salita mar. Gawin mo din pag may time. #PilipinasDebates #PHVoteDuterte,,,,,,,,,
485,_henson, Bibingka daw? #PiliPinasDebates,,,,,,,,,
486,somuchstrongerI, Woo! Tigilan mo Roxas. #PilipinasDebates ﾗ watching Pilipinas Debates 2016 - TV5,,,,,,,,,
487,Francis_Baldove, Si DIGONG ang joker sa Debate haha#PILIpinasDebates#Round2,,,,,,,,,
488,kimberlyvrc_, Hahahaha. Copy Paste #PiliPinasDebates,,,,,,,,,
489,jienkesh," Mar Roxas: """"pag ako naging pangulo"""".. yan nalang ang lagi mong sinasabi.. hay naku!  #DuterteForPresidents#PilipinasDebates",,,,,,,,,
490,aimeeglll, #PilipinasDebates,,,,,,,,,
491,maaarypau, They're tweeting about pilipinasdebates and im so lost,,,,,,,,,
492,trcymvldcssxx, Nice points, Duterte. #PiliPinasDebates,,,,,,,,
493,barayantweets, Nganga si Binay sa issue ng climate change... #pilipinasdebates,,,,,,,,,
494,NiKhUletZ_12, #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar: https://t.co/2zTdH2VCwE,,,,,,,,,
495,bellalicious17, #PilipinasDebates,,,,,,,,,
496,ghiansainz, #PHVoteRoxas #PiliPinasDebates #SolusyonNiMar:,,,,,,,,,
497,ISPORTYdd,"#DU30 #PiliPinasDebates <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>2016
AkhinoxLloyd, DUTERTE x POE #PilipinasDebates<ed><U+00AE><U+00B9><ed><U+00B3><U+00A5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
CarlaGrasssa, Binay: Bakit mu ako pinagbibintangan?Poe: Sinabi ko bang ikaw?!*saya neto! #PilipinasDebates #Duterte
daryloudadeyy, SABA MAR OY <ed><U+00A0><U+00BD><ed><U+00B8><U+0092> #Pilipinasdebates
kp12buniel, Kuyang dakan mag sumbagay it sila sa stage. Ginoo ta. #PILIPinasDebates
pereznikka, Mar: Oras ko po ito.Binay: E di sige. Ikaw na! Ikaw n lang lahat! Ikaw n lang lagi! Tae! Tae lang naman ako sa'yo di ba?<ed><U+00A0><U+00BD><ed><U+00B2><U+00A9>#PiliPinasDebates
kryptoniiteee, Ang epal pa rin talaga ni Mar <ed><U+00A0><U+00BD><ed><U+00B8><U+0091> #PiliPinasDebates
pearlysilaw, Just DU it. #PiliPinasDebates
The__Dork__Lord, This debate is turning more like ""hungkatan ng past"" at ""parinigan"". Hoy, di kayo mag-ex! You're running for presidency! #PilipinasDebates
DJAYtweets, hindi marunong sumunod ang mga candidates sa simpleng rules ng Pilipinas Debates, paano pa sila susunod sa Constitiution #PiliPinasDebates
ka_bino, Binay sana umiwi ka nalang..#BilangPilipino#PilipinasDebates#cebuvote2016
jerometarriela, *Roxas in a computer shop OWNER: ""sir time na po kayo."" ROXAS: ""pwede ba? oras ko po ito."" #PilipinasDebates2016 #PilipinasDebates
IamJeeGuro, Ipakalat niyo sa Twitter and Facebook.  Gusto ni Poe na magkaroon ng foreign ownership sa mga industriya!  #SolusyonNiMAR #PiliPINASDebates=
BayangMatuwid, Walang pasok ngayon. Mag-enjoy at puksain ang mga tunay na kalaban ng ating bansa. Laro na ng aming adventure game!  #PilipinasDebates...
juyceewiggle, Pilipinas Debates kawawa si Roxas pikon hahaha #Du30 #PilipinasDebates
_brianuuhhh, Valedictorian at Salutatorian sa kasinungalingan tong si Roxas at Binay. #PiliPinasDebates2016 #PiliPinasDebates
Leon_SnT4P, Note: Digong allowed coal power in Davao. Yes, we have low emissions. What about toxic pollution to immediate communities? #PiliPinasDebates
jayveerobias, #PiliPinasDebates #TV5 ﾗ watching Battle Royale Movie
itsmemijie, Weh Binay? Di nga? Walang ninakaw? #PiliPinasDebates
kresialynelle, lmao palihim na silip si binay sa no--documents niya jusko#PiliPinasDebates
GinoCruize, Sad Reality! This is what, they need to address. #Environmentdevastation #tv5 #PilipinasDebatesﾅ https://t.co/n05BzZd0gW
macrtorres, parang OP ako dto sa twitter.. puro pilipinasdebates ang mga tweets hahaha
sha_mcrg, #PiliPinasDebates 2016 nagkakainitan na! :-)
judyannfuentes1, PilipinasDebates.
ke_yan01, Mygaad binay! You're so Burn, Burn hahaha overcooked naka!!! #PILIPINASDEBATES
mythreid, Digong keeping his cool. Luvin it!#PiliPinasDebates#Du30
naidzmillan, Hanube Binay...Tungkol sa Climate change ang topic bket nagtuturo k n naman ng magnanakaw..E ikaw nga ung magnanakaw! Ampf #PiliPinasDebates
rtcvjnfuria, Muabot na lage sa uban topic sila Binay ug Mar #PiliPinasDebates
mythreid, BINAY, abi gyud nimog madaog ka ana imong ginabuhat? goodness!#PiliPinasDebates#Du30
cyecanonigo, "" It is a sad story..worth of tears. "" - Duterte <ed><U+00A0><U+00BD><ed><U+00B1><U+008A> #PilipinasDebates #BilangPilipino #Duterte2016 #DU30 #DuterteForPresident
vincebersola, Sanay na sanay sa mudslinging itong sina Binay at Roxas! Ugh! Trapos! #NoToBinay  #PiliPinasDebates <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
_arianena, jusko ad hominem kayo lahat!!! #pilipinasdebates
Miaka_pein, #PiliPinasDebates lumalabas na ang tunay na pagkaedukado sa pamamagitan ng pagsagot nila. Woaah
jessabebe0711, Hahahahaha ganda nang debate...!!! Good job tv5#pilipinasDebates
rampierce, Informal hosting! #Pilipinasdebates
gelabear2212, Burn Binay Burn <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PiliPinasDebates
cmsilmaro, Manablahay mn ni c notesman ""binay"" oie.  .ahahaha.  .#pilipinasdebates
angelryan04, Binay ang tigas nang ulo mo hindi ka dapat maging pangulo kasi hindi ka nakikinig sa alituntunin sa bayan pa kaya?#PILIPINASDEBATES
kimikimyy, Nag iinit na <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4> #PilipinasDebates
mkdavid13, Ang funny ng #PiliPinasDebates
maecasin, #pilipinasdebates Binay!!!! Puro pang aaway lang alam mo... Wala kang sense!!!
mister_ned, Beast mode!!!! #pilipinas #pilipinasdebates
aiuiuue, Mr. Binay tinuturo ka ng ebidensya at ng ibat ibat documents. Magnanakaw ka. Ano baaaaa! #pilipinasdebates #pilipinas
crisordasa, Simple rule of ""notes not allowed"" you cannot follow, how can we expect you to follow the law of the land #pilipinasdebates
magnetic_malyn, pagnanakaw ang bato kay Binay!#bintangdawpamore#PilipinasDebates
TheJanitorFish, ""Sabi mo, rules-based."" Roxas to Binay #PiliPinasDebates 2016
EneroStrike, #PILIPINASDEBATES Nag aaway away na sila :)
debbiebayking, #PiliPinasDebates    Lol hindi daw nag nakaw si ROXAS hahahahahahahahahaha
cely_cookie, Binay vs Roxas <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #circus #pilipinasdebates
rAms_07, Punyetang mga Kandidatong mga to!! Puro pangako! Saan naman kaya sila kukuha ng Pondo? <ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #PilipinasDebates
HeisenJane, ""Oras ko po ito"" - Mar Roxas <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #PiliPinasDebates
Francis_Baldove, Luto si Mr. VP#PILIpinasDebates#Round2
UkeLeleng, Sigh Roxas, sigh... #PilipinasDebates
bananaQ_tuRON, Roxas.. Dikit ka sa lopez, impossible ipupush mo ang renewable energy... Malulugi business na Meralco ng ABSCBN #PILIPINASDEBATES
lancelibro, Patalastas: ang hina ng volume ng TV5. Samin lang ba? #PiliPinasDebates https://t.co/oiondm80Pp
tea08_2016, This debate is not just about you VP Binay. #PILIPinasdebates
mythreid, As early as now, I'm gonna say Poe is quite impressive.#PiliPinasDebates#Du30
pearlysilaw, I still want to watch the #PiliPinasDebates but I also need to go to church :)
rainbowroadkill, #PiliPinasDebates what the hell Binay? Ano yun?
asdfghJeisel, Si binay kasi eh epal hahahahahahahah #PilipinasDebates
jei_tiwtiw, Laughtrip ang #pilipinasdebates <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>
jei_tiwtiw, Ang init ng #pilipinasdebates <ed><U+00AE><U+00B8><ed><U+00BC><U+00B5>
jaysonramirez, Whoa. yung administration niyo nga Mar ang pumirma to open coal energy here in PH #PiliPinasDebates
chellerayo16, Exciting #PilipinasDebates
StarrRenz, #PilipinasDebates. Go Du30. <ed><U+00AE><U+00B8><ed><U+00BC><U+00A7> Sayo talaga ko.
_princemert, Pag ako naging presidente putek. #PilipinasDebates
EyexAlkaizher, Very Interesting :) #PilipinasDebates
theshoethatwalk, Duterte is the personification of honestyPoe wins at studyimg wellRoxas is an idealist and well...Binay is just... meh.#PiliPinasDebates
jerometarriela, Grace Poe the warrior Princess! #PilipinasDebates #PilipinasDebates2016
jillianlaagan, ""Hindi naman sa kulay yan eh."" #PilipinasDebates
LJPANGANIBAN1,Totoo pong #PiliPINASdebates pinanonood natin.. Filipino time kasi... :D Anong petsa na? Anyway maganda ang diskusyon ngayon..exciting!",,,,,,,,,
498,CandieCarmelite, Nakakastress panoorin. Hahahaha #PilipinasDebates #Eleksyon2016,,,,,,,,,
499,Yadsteezy, #PiliPinasDebates,,,,,,,,,
500,OhcnaujEh, Kahit medyo magulo ang format, mas maganda ito dahil mas lumilitaw ang composure ng bawt kandidato. #PilipinasDebates,,,,,,,,
501,arvinm_cruz, Senator Grace Poe is debate goals. So calm and collected!  #PiliPinasDebatespoorbinayHaha!,,,,,,,,,
502,j_cruzaydz, #PiliPinasDebates,,,,,,,,,
503,kathleen_kj, #PilipinasDebates,,,,,,,,,
504,dyamhelzha, #PilipinasDebates,,,,,,,,,
505,julianenyx, mas maganda #PilipinasDebates ngayon <ed><U+00AE><U+00B8><ed><U+00BC><U+00B8> ayaw paawat , mainet sila .. <ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><ed><U+00AE><U+00B9><ed><U+00B3><U+00B6><U+270A> #DU30,,,,,,,,
506,greyhayden, This Grace can hold her own against these boys #Pilipinasdebates #BilangPilipino,,,,,,,,,
507,MasterBien, Flip top na lang mga ido!!! #PilipinasDebates #BilangPilipino,,,,,,,,,
508,JVcdefg_, Dapat Tulfo brothers ang moderator eh hahahaha #PiliPinasDebates,,,,,,,,,
509,jaydee0930, Gisadong Gisado #binay #pilipinasDebates,,,,,,,,,
510,IraPeredo, Oras pa ni Binay nagsasalita na si Poe. #PilipinasDebates,,,,,,,,,
511,utadrundaba, Naydamong Nognog! Makabusit ka talagang sasagot.. #PilipinasDebates #tv5,,,,,,,,,
512,sintosintozu, Ang intense! #pilipinasdebates sayang wala si #Miriam2016,,,,,,,,,
513,"ayemjass""",#PILIPINASDEBATES BASG SI BINAY BE,,,,,,,,,
514,krstncassey, I won't be surprised if the host walked out of the debate halfway through the whole ordeal. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PilipinasDebates,,,,,,,,,
515,iamjchua, Omg. This is war. Hahaha #PilipinasDebates #BilangPilipino,,,,,,,,,
516,kramneddd13, Go Grace Poe! Gisahin mo 'yan si Binay. #PiliPinasDebates,,,,,,,,,
517,HeisenJane, Boom Binay! BOOM! #PilipinasDebates,,,,,,,,,
518,me_is_martin, Take away the notes Binay! Damn! #FollowTheRules #PilipinasDebates,,,,,,,,,
519,PascualKevinBoy, #PilipinasDebates#Duterte ﾗ watching TV5,,,,,,,,,
520,ChineseMafia_13, Take away the notes Binay! Damn! #FollowTheRules #PilipinasDebates,,,,,,,,,
521,PutianNicole, Rakk uh! hahahaha nageenjoy ako dito sa PilipinasDebates <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,,,,,,,
522,iamellehcyer, #PilipinasDebates,,,,,,,,,
523,suzsuzyzane, OH MY GOD ANYONE BUT BINAY PLEASE #PilipinasDebates,,,,,,,,,
524,juliaestrella21, BINAY and GRACE<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#PilipinasDebates,,,,,,,,,
525,marjunity16, <ed><U+00AE><U+00BA><ed><U+00BC><U+0094><ed><U+00AE><U+00BA><ed><U+00BC><U+0094><ed><U+00AE><U+00BA><ed><U+00BC><U+0094><ed><U+00AE><U+00BA><ed><U+00BC><U+0094><ed><U+00AE><U+00BA><ed><U+00BC><U+0094><ed><U+00AE><U+00BA><ed><U+00BC><U+0094><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00AE><U+00B8><ed><U+00B1><U+0086> Napakainit nang diskasyon! Wooh Hahahaha #PILIPINASDEBATES,,,,,,,,,
526,Bill_Amistad, Exciting (y) <ed><U+00AE><U+00BA><ed><U+00BE><U+0097><ed><U+00AE><U+00BA><ed><U+00BE><U+0097> Durog ka ngaun Binay hahahah <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>#PilipinasDebates#BilangPilipino,,,,,,,,,
527,ArrozalNina, The fire is on stage!!!#PILIPINASDEBATES,,,,,,,,,
528,vincebersola, BURN, BINAY, BURN! This is getting interesting! #NoToBinay  #PiliPinasDebates <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>,,,,,,,
529,sisalpo, bakit gustong-gusto ko na ginigisa si #Binay? #PiliPinasDebates #PiliPinasDebates2016 #BilangPilipino,,,,,,,,,
530,imheidivirgo, Nakakainis si Binay. #PilipinasDebates #Duterte2016,,,,,,,,,
531,JDeliciousRN, Poe versus Binay nato!! Hahaha #PilipinasDebates,,,,,,,,,
532,aljames_12, Siya daw kasi muna <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PilipinasDebates,,,,,,,,,
533,itsdextersy, hindi sa kulay yan. - Poe #PilipinasDebates,,,,,,,,,
534,joycecadigal2, Di papaawat si poe!!!!!#pilipinasdebates,,,,,,,,,
535,owdudz, pinipili ni bp ung notes nya <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B8><ed><U+00BC><U+00B4>  #pilipinasdebates #bilangpilipino,,,,,,,,,
536,xxpomssiah, Why, worth the fucking wait. #PiliPinasDebates,,,,,,,,
537,iamaryannsamano, Dinidiin talaga ni Grace Poe e. Hahahah<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #BilangPilipino #PilipinasDebates,,,,,,,,,
538,jingchaii, HAHAHAHAHAHA nakakatuwa. #PIlipinasDebates,,,,,,,,,
539,josefxtan, This is a good one!! #PiliPinasDebates,,,,,,,,,
540,derfsolano, Hahaha Senator Vs Vice President <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4> #PilipinasDebates,,,,,,,,,
541,seanpresillas, PilipinasDebates! Hahaha,,,,,,,,,
542,owdudz, Napipikon na si #bpbinay #pilipinasdebates #bilangpilipino warrrrrrfreakkk pakalmahin nyo ! tv5 hahaha oraganize,,,,,,,,,
543,jerometarriela, MODERATOR is shit! What the fuck???!!! HOYYYYYy do your job!!! #PilipinasDebates #PilipinasDebates2016,,,,,,,,,
544,Snoopause, woooo nag iinitan na!!! #PILIpinasDebates,,,,,,,,,
545,Sir_JayZ, This is what Presidential Debate is! Sen. Grace Poe is NAILING it! #BilangPilipino #PilipinasDebates,,,,,,,,,
546,Francis_Baldove, Balik balik na ang argument ni binay#PILIpinasDebates#Round2,,,,,,,,,
547,dray_mark, ay may goodness.. pano ikinahiya eh dual citexen si senator poe if im not mistaken..#PiliPinasDebates,,,,,,,,,
548,honeybbyyy, Haha Go Poe! #PilipinasDebates,,,,,,,,,
549,_CEREALKILL3R,"Tangina, ang tapang ni Poe!!! #PiliPinasDebates
kimpoycruz, Beast Mode na si Sen. Grace Poe #PilipinasDebates
IamMrsCastillo, #PilipinasDebates Awts. Lakas mag-realtakan <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4> Mwehehe.
calick33, Ang galing ng Pilipinasdebates ngayon #PiliPinasDebates2016
jjclarito_, Natatawa ako<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PiliPinasDebates
thirdiiee, Hahahahahahahahaha #pilipinasdebates
vincebersola, Go Sen. Poe and Mayor Duterte! Grill that Nognog! #NoToBinay  #PiliPinasDebates <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
EJJBNISTA,#pilipinasdebates gandang debate ito...",,,,,,,,,
550,recycalderon, PiliPinasDebates ft. Burning Binay <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>,,,,,,,,,
551,mojo_jojoz, - - - Burn Binay Burn!!!!! Aw BURNED ka na pala! hahahaha #PilipinasDebates #BilangPilipino,,,,,,,,,
552,ReyAnnChan, #PilipinasDebates Katatapang po nila o. Sana lahat nakapanunuod! Ang ineeet,,,,,,,,,
553,jeanielovesvice, Good bye, Binay!! Hahahahaha! #PiliPinasDebates,,,,,,,,
554,thelawofgal, Daming tanga palakpak ni binay. #PilipinasDebates,,,,,,,,,
555,cristelbello02, Gipatay'g pamaau si Binay. Hahah luoya. #PilipinasDebates,,,,,,,,,
556,Patchingzza, INTENSE DEBATE! <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> This is awesome! #PiliPinasDebates2016 #BilangPilipino #PiliPinasDebates,,,,,,,,,
