,from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count
1741,10209164275643700,Jarah Delbo,Ano kaya kung dito na lang sa Facebook ang Online Registration? Tapos paunahan na lang mag-like sa subject/section na gusto mo. :D,2012-11-06T05:33:13+0000,status,NA,326350678368_10151182817863369,92,1,0
1751,1341571682521890,Gian Cruz,Mga overheard people. pagpasensiyahan nyo na po mga taga-UPLB kasi excited lang makakuha ng subjects kaya  puro mga tungkol sa Systemone pinopost. Karamihan kasi dito elbi people eh. hahaha,2012-11-06T05:13:37+0000,status,NA,326350678368_10151182803188369,136,18,0
1761,1120877121269810,Angelo Mathew Reyes,"Muling nagbabalik ang Number One Reality Show ng UPLB.

""Hunger Games: UPLB Pegaraw Edition""

HAHAHA. XD",2012-11-05T16:29:27+0000,photo,https://www.facebook.com/photo.php?fbid=496848430339349&set=gm.10151181948223369&type=3,326350678368_10151181948223369,1102,32,0
1771,1127890970578740,Matt Baguinon,NA,2012-11-06T06:00:58+0000,photo,https://www.facebook.com/photo.php?fbid=490694374298409&set=gm.10151182839308369&type=3,326350678368_10151182839308369,54,1,0
1781,10204267146039100,Nomer Rivera,"habang nagrerefresh ako sa system one biglang himalang nagload yung page...
systemone is bracing itself nakalagay.. may nakita akong oras. 1:55 
kala ko remaining time yun pala yun yung oras na nung nagload yung page..
<,<",2012-11-06T05:59:55+0000,status,NA,326350678368_10151182838708369,24,3,0
1791,10201232113842600,Mark David Borillo,"brace yourselves UPLB people!! (hndi lang ang SysOne).. a huge wave of comments, insults, and complaints are headed our way ._.",2012-11-06T05:15:53+0000,status,NA,326350678368_10151182804663369,69,4,0
1801,1086942008013690,Arjay Gerance,"Google Chrome couldn't find systemone.uplb.edu.ph

naku kung hindi makita ni Google Chrome, puwes sama sama nating hanapin si SystemOne.. Google Chrome kami na ang bahala! Wag ka na magpagod. Nakakahiya naman sayo hindi lang naman kasi SystemOne ang tinatrabaho mo ngaun ee. ahahaha

Sya kami na ang maghahanap... xD",2012-11-06T05:41:14+0000,status,NA,326350678368_10151182823428369,23,2,0
1817,1086942008013690,Arjay Gerance,"Mga Isko ng Elbi...

Okay! gets ko na! Ayaw ni #UPLBSystemOne na 4th spot lang sya in Philippines...
Gusto nya, worldwide no. 1 trending sya...
Baka maaccess na natin ung site.. ahahaha
Tiwala lang guys..",2012-11-06T05:35:25+0000,status,NA,326350678368_10151182819298369,28,0,0
1821,1086942008013690,Arjay Gerance,"wow ha! nakakaencourage.. ahaha

masaya dina ng experience sa online registration ng #UPLBSystemOne
trending din sa Philippines at 4th spot...",2012-11-06T05:32:24+0000,photo,https://www.facebook.com/photo.php?fbid=462185293822705&set=gm.10151182817383369&type=3,326350678368_10151182817383369,50,0,0
1831,10207780452782500,Faye Balajadia,"UPLB SystemOne (Wag naman sana)

Ano kaya kung saktong 1pm nagkaroon ng Nationwide BlackOut? Anong reaksyon/gagawin mo? Ermeged!",2012-11-06T03:53:51+0000,status,NA,326350678368_10151182735408369,24,16,0
1841,10208922115520600,A Dela Rosa,systemone theme song?,2012-11-06T04:57:21+0000,link,http://www.youtube.com/watch?v=DMQbzLrvwlE,326350678368_10151182790773369,28,6,0
1851,10153466969908600,Kevin Perez Marquez,"Sa isa kong higher Chemistry class sa UPLB nung undergrad ( 1st sem 2008):

Teacher: Iodine charge-transfer reaction? Hindi nyo alam? Eh kahit lasing alam yan eh! (Serious face. As in serious serious face.)

-hiyang-hiya parin ako sa mga lasing na yun hanggang ngayon.",2012-10-30T05:23:18+0000,status,NA,326350678368_10151172641493369,302,16,0
1861,1079535665420890,Efren John Benedicto Buno,You only have 9 minutes left...,2012-11-06T05:07:40+0000,photo,https://www.facebook.com/photo.php?fbid=463960860311706&set=gm.10151182799188369&type=3,326350678368_10151182799188369,53,1,0
1871,1328636380485070,Arnold Cadena Gaje,"Kwentuhang Bonus Question naman tayo:

Yung bet ko ay ang ikinuwento ng roommate ko na binigay ng isang math instructor sa isang class nya. Ang tanong ay...

Kelan ang birthday ni Naruto?

Sagutin nyu nga? Di ko rin alam eh. :D",2012-11-05T15:03:19+0000,status,NA,326350678368_10151181846443369,52,18,0
1881,1162545000423920,Jus Rombawa,"Dahil lagpas na ang Halloween at laos na ang ghost stories, magku-kwento ako ng isang sparks moment ko. Hihi. Pisay PSLH B, Elbi. 1st sem 2011. NASC 1.

May type akong kaklase dun dati, chinitang morena siya (gets nyo ba ko?), itago natin sa pangalang Em. Pero dahil di ko sya ka-close (at wala akong kakayahang makipag-close nang basta-basta), inisip ko na hanggang dun lang. Until one day...

Lecture nun, medyo maaga akong dumating. Sa klase kasi namin, ang pinaka-seating arrangement lang ay dapat sa specific row ang kada recit section, so naupo na lang ako sa left side ng mga upuan sa gitna. Minutes later, dumating si Em at umupo sa tabi ko. Cue silence.

Umpisa na lecture, at well... nakatulog ako. Either pagod or bored ako nun. Di ko na maalala. Haha 

Maya-maya, ginigising ako ni Em. Tapos pinagsabihan ako ni Maam kasi nga nakatulog ako. Sinabi ni Em sakin na kanina pa raw ako tinititignan ni Maam at medyo nababadtrip na sakin.

Dahil sa sobrang hiya ko, nagsorry ako ng todo kay Em. Then conversation. Ayos. At one point, nabanggit nya na mahilig sya sa metal music. Ayos na ayos na ayos! Suddenly, she became infinity times hotter.

Along the conversation, nabanggit nya na may orientation ang org nya at naghahanap sya ng orientee... Dahil wala naman akong plano nun, sinabi kong pupunta ako. Well done, Jus.

Natapos na yung klase, at nauna syang lumabas ng lect hall. Hinabol ko sya, and I asked for her number. Sinabi ko, para i-text ko sya pag papunta na kong orientation. (Pssh. Palusot hahaha) Ginawa nya, sinulat nya sa likod ng binder ko ang number nya. Simula nun, madalas na kaming nagka-text. Nice. :)

Pero anong nangyari? Walaaaa, walaaaa. Walaaahaaahaaaaa (O Diyos ko!). :|",2012-11-03T16:13:27+0000,status,NA,326350678368_10151179048823369,138,21,0
1891,10205677310363800,JC Victorio,"UPLB. With two blockmates. Nagkekwentuhan.

*non-verbatim*

Blockmate1: Uy, kilala niyo si <insert a girl's name here> sa kabilang block?
Ako: Oo, kilala ko. Sa pangalan lang. Bakit?
Blockmate1: Kasi may kinwento siya tungkol kay Rex (Di tunay na pangalan, other blockmate namin) nung kasama niya yung isa niyang lalaking blockmate.
Blockmate2: Ano tungkol dun?
Blockmate1: Si Rex daw ay nakatingin ng derecho at seryoso dun sa lalaking blockmate ni girl, at tinanong ""SAN NAKALAGAYANG PUSO?""
Blockmate2: Oh anong sabi ni Boy?
Blockmate1: Sabi niya, ""SA KALIWA."" tapos ang sagot ni Rex, ""EH BAKIT YUNG AKIN, NASAYO?""
Ako at si Blockmate2: O.O O.O O.O Shet.

*May sparks =))",2012-11-03T00:35:44+0000,status,NA,326350678368_10151178311658369,1034,56,0
1901,10154004573309000,Marga Abejo,"UP Guitar Orchestra will be having a Christmas Concert on Nov 16 in the UP College of Music, Abelardo Auditorium! :) We're also launching our first ever CD! It's a perfect Christmas gift! :)",2012-11-06T04:03:26+0000,photo,https://www.facebook.com/upguitarorch/photos/a.10151225187882999.480738.14985297998/10151217479947999/?type=3,326350678368_10151182745103369,8,0,0
1917,1144890542210950,Joey Romualdo,"ilang oras nalang bago magsimula ang tinaguriang HUNGER GAMES sa UP...

tama lang bang naeexcite ako sa mga mangyayaring enlistment mamaya?..

freshie kasi ako at first time kong gagamit ng Systemone(UPLB)...

mga naunang batches, ganito din ba ang naramdaman niyo noong freshman year niyo?..",2012-11-06T00:57:55+0000,status,NA,326350678368_10151182553828369,74,25,0
1921,10205845523639300,Ruevin Dela Cruz Serrano,"heto na po yung ""SPARKS"" shirt na ginawa ko. yung eleven na kasama sa early bird promo na tig 100 ay sina Charm, Fraz, Joy anne, Adriane, Krim, Jaja navera, Fatima, Leilanie, Mutya and Robb Sevilla. Tig 200 lang. please pm me you numbers and shirt sizes. tapos sa elbi ang pick up and diliman. CVM po pala ako so most probably sa ansci or sa Diliman clinic pwede kuhanin. Sa mga sususnod na order, please pacomment na lang sa ibaba. white and gray lang available both v necks. tapos ang price ay 230 na. pra may pangdate man lang ako sa pasko (para may sparks kahit papaano) hehehe",2012-11-04T14:08:22+0000,photo,https://www.facebook.com/photo.php?fbid=3947289962728&set=gm.10151180254718369&type=3,326350678368_10151180254718369,125,36,0
1931,10205951372213900,Divine Grace Aguilar Tapit,"just saying that this group is sooooooo addicting!!!!!!! and i love it!!!!! <3
 hahaha!!!! ;)",2012-11-06T03:05:19+0000,status,NA,326350678368_10151182683703369,28,15,0
1941,1144153225604750,Jen Siscar,"PE 2 OutdoorRec. Dodgeball.

napunta sa akin yung bola.
:D

binato ang bola sa kalaban na nakatingin sa ibang lugar/tao
**evil laugh! sureness na tatama 'to!** >:)

nakonsensya BIGLA.
tinawag si ate x(

""Ate baka matamaan ka.""

nakailag si ate.
hayun.

-_-
hindi naman ata narinig nila groupmates ung sigaw ko???",2012-11-05T14:14:45+0000,status,NA,326350678368_10151181793533369,50,3,0
196,1328636380485070,Arnold Cadena Gaje,"When I read ang how to get a free food post dito, naalala ko yung mga lean season days (delayed allowance o naubos sa inuman o computer shop) namin sa UP, during which we usually attended forums, trainings, thesis defense and other activities na nag-oofer ng food to have a free snack or meal..LOL",2012-11-06T01:58:11+0000,status,NA,326350678368_10151182619683369,27,0,0
1971,10205020843074600,Jan Michael A Hitosis,"Isang araw habang nakasakay sa jeep pauwi galing sa ceat...

*nag-abot ako ng 8 pesos sa friend ko, pamasahe

*sabay tingin saking ng friend ko

*then

...

...

...

Friend: ""Tsong, hindi ka pa graduate""

BASAAAAGGGG!",2012-11-06T01:57:31+0000,status,NA,326350678368_10151182619043369,196,0,0
1981,10208998468778700,Yel Arcangel,"3rd Long Exam namin ito (Di ko na sasabihin yung subject). Doon kami nag-exam sa malamig na room. Sa kalagitnaan ng exam, nagkatinginan kami ni Friend (babae 'tong friend ko na 'to) kasi sobrang lamig na. Tapos, bumulong kami ng ""Ang lamig."" (with matching gesture pa ng nilalamig) Tapos, nakita yata yun ng proctor naming lalaki. Lumapit siya sa may aircon at hininaan niya yung aircon. Tapos lumapit siya kay friend at sinabing....

""O ayan, hininaan ko na.""

HAHAHAHA Natatawa parin ako dito. Kwentong sparks nga naman.",2012-11-04T08:20:20+0000,status,NA,326350678368_10151179934218369,200,12,0
1991,10207286272608700,Elaine Rigua,"Yung tipong graduating student ka at kailangang-kailangan mong ma-enlist sa isang GE course at nagkataong panay NF (new freshman) ang naka-enlist sa klaseng pinag-preprerogan mo. Nang dumating na ang panahon na sasabihin na kung sinu-sino sa inyong mga nagprerog ang tatanggapin sa klase, matapos mong gawin ang lahat ng ipinagawa sa'yo sa abot ng iyong makakaya, sasagutin ng mga NF ang tanong ng Prof na ""Class, tatanggapin ba natin ang graduating student na ito?"" ng ""NO Sir!"".

PAKSH3T!!! sa isip-isip ko nung time na yun, ""mga takte kayong mga NF kayo, sana lang hindi niyo ma-experience in the future kung ano man itong pina-experience niyo sa 'kin!!!""

mabuti na lang at mabait si Sir, tinanggap pa din niya ako sa class niya... :D",2012-11-05T09:15:09+0000,status,NA,326350678368_10151181429998369,207,9,0
2001,10153491348077200,Ana Francesca Baclig Martin,"Habang nag-aaral kami ng isa sa orgmate/best friend ko sa apartment namin sa proj.3 para sa isang exam (di ko na maalala kung anong subject), nagutom kami. Eh ang paborito naming kainin pancit canton with nilagang itlog at sangkatutak na rice. Madaling araw na to. So kain lang kami ng kain. Take note, luma na yung apartment namin. 

Maya maya, sumakit yung tyan namin sabay. Pero inunahan ko sya. Nakakita ko ng daga sa cr. Sobrang lakas ng kabog ng dibdib ko at takot na takot na ko. Kaya lumabas na ko. Sabi ko sa kanya, ""ingat ka ha. Baka mapasigaw ka tulog na sila sa taas (mga housemates ko)."" 

Eto ang naging usapan namin pagkalabas nya sa cr. 

Lei: Marts, okay na. Pinatay ko. Inapakan ko. 

Ana: Huh? Nakaya mo yun?! Paano mo ginawa?

Lei: Wala, inapakan ko lang. Di naman masyadong nakakatakot. Binasa ko muna bago ko inapakan. 

(Ako yung taong sobrang takot sa mga daga. As in kinikilabutan na ko talaga sa ginawa nya na tumayo na buhok ko sa braso)

Lei: Ano ka ba Marts. Sa Malolos nga hinahagis lang yun ng tito ko sa kalsada tapos masasagasaan na lang ng mga jeep. 

Ana: Huh?! Grabe. Gano kalaki yun? Di ka kinikilabutan?

Lei: Ganito lang o (nag mostra sya ng mga 1 inch gamit thumb at index fingers). 

Ana: Aaah. Maliit lang pala. Yung nakita ko kasi ganito kalaki (nag mostra ako ng mga 5-6 inches gamit dalawa kong kamay). 

Lei: Ang laki naman nyan. (Napaisip sya) Ano ba nakita mo sa cr?

Ana: Daga. Hindi ba yun yung nakita mo?

Lei: (Tawa ng tawa) Hinde! Ipis ang nakita ko. IPIS! 

Ayon. Tawa na lang kami ng tawa pagkatapos. Kaya pala kaya nya patayin. Ipis lang pala. Hehe :p

Lei! Kwinento ko o! Hahaha. Kakamiss!!!",2012-11-05T14:45:26+0000,status,NA,326350678368_10151181824013369,85,6,0
1107,1238052436226740,Jedediah Anne Javen Miras,"Habang nasa PE1 class kami sa EE audii .. 

isang row kasi un diba ? mag kakatabi kami ng mga classmate ko.
ung isa kwentong kwento. [ di natin papangalanan]

C1: huyy nakakita na kayo nuing U K lilly ??
C2: ah oo :)
Ako : napatingin kay C2 .. 
hah?? O.o U K Lilly ??
C1: Oo ung natugtog na lalaki may U K Lilly?
C2: hah? ukelele!! hahaha
Ako: Oo nga U K lILLY pala ha? XD

hahahahah tawanan kaming tatlo habang nakayuko andun kase ung prof namin :D
habang pinopost ko to natatwa pa rin sila bad ako ehh nag lalaptop habang nasa klase hahahhah ..",2012-12-07T06:38:33+0000,status,NA,326350678368_10151224519123369,36,6,0
229,1144118735607570,Angelo,"Baker Hall, UPLB
First meeting ng PE2 - WT, Classroom sa 2nd floor ng Baker Hall, Left Side.

*non-verbatim*

Instructor: ""Hindi ko alam kung bakit ito ang pinili nyong PE2 course sa dinami dami ng PE2 na meron ang UPLB, pero malamang hindi naman siguro yun dahil sa nalaman nyo na magte-train kayo sa isa sa PINAKAEKSLUSIBO at PINAKAMAHAL na gym na alam ko.""

Naexcite ako dahil di ko alam na may ganung gym pala sa Baker Hall o sa UPLB.

Next meeting:

Dinala kami sa may stage sa Baker Hall. Habang papalapit, ""Guys, dadalhin ko na kayo sa sinasabi kong GYM. 

Ilang hakbang pa. Isang maliit na kwarto. Dumbell rack, inclined bench press, bench, lateral, at roman chair.

Instructor: ""Guys! Welcome sa sinasabi ko sa inyong isa sa PINAKAEKSLUSIBO at PINAKAMAHAL na gym! Exclusive dahil mga taga-UP lang pwede magbuhat dito at kailangan na part ka ng course na to (PE2-WT). Pinakamahal dahil sa kung makikita nyo, lahat ng gamit dito ay ANTIQUE. Wala na yata kayong mahahanap na ganyang mga equipment sa ibang gym sa paligid.""

Tawanan lahat pati yung classmate namin na graduating na nagprerog lang dahil kulang na lang ng PE. 

Ate: ""Ano ba tong napasukan ko, baka di ako makagraduate nito dahil sa tetanus."" Hahahaha",2012-12-07T18:40:59+0000,status,NA,326350678368_10151225169078369,63,0,0
327,10205918017458700,Karl Jude Emmanuel Ocampo,"Narinig ko lang po ito. hahaha. natawa at naawa lang ako sa kausap ni ate. :))) lols. eto yung narinig ko nang papasok ako sa last class ko pag tuesday. :) from UP gate, papunta akong CHE. :)))
*non-verbatim
ate: (may kausap sa phone) UIII... ASAN ka na???
*pause, sasagot si ate/kuya sa phone*
ate: andito na ako sa Carillon Tower, asan ka na??? punta ka na dito
*as in seryoso si ate sa pagsabe ng carillon tower, walang halong joke sa face niya*
.
natawa ako, kasi... asa may kwek-kwek tower siya, nakatayo siya mismo sa harapan ng pangalan nung lugar na kinalalagyan niya... :))) naawa ako dun sa kausap niya, kasi super layo ng Carillon Tower sa Kwek-kwek Tower. :))))) hahaha.",2012-12-07T17:34:42+0000,status,NA,326350678368_10151225105248369,45,0,0
527,10208942593671200,Joyce Serut,"UPM. CAS freshie orientation sa PGH. *tagal na*
Ang kulay dapat ng damit na suot ay pula.
Nag-iisa lang ang t-shirt ko na pula.
Red. Na may isang star. *Flag ng Vietnam*

Habang lumalabas ako ng bahay.
Tatay: (Sermon tone) So komunista ka na ngayon?
Me: O_o (First few days of classes pa lang dad, grabe! 'Pag UP tapos nakasuot ng ganitong shirt komunista agad? 'Di ba pwedeng wala lang talaga akong ibang damit na pula? XD)

Naalala ko lang. Susuotin ko kasi siya mamaya eh. Block Wars.
GO BLOCK 4 BA POL SCI CAS UPM! :))))))
Baka kasi may makakita sa akin sa daan tapos magbulungan nanaman.
*Ashushushu bulong UP ashushu bulong komunista ashushushu bulong*",2012-12-03T18:34:56+0000,status,NA,326350678368_10151219723903369,160,23,0
628,10208846714308900,Migo Dolot,"Kwentong Dorm:

Dorm manager: ""Ano mga boys, gusto nyo ba ng acquaintance party sa Phase II? (Girls bldg)""
Boys: ""YES!!!""
Dorm manager: ""Eh kayo mga girls, gusto nyo ba ng acquaintance party sa Phase I? (Boys bldg)""
Girls: ""...""
Boys: ""YES!!!"" (In a futile attempt to imitate girls' tone.

Ayus. :D",2012-11-28T15:17:13+0000,status,NA,326350678368_10151212209558369,951,16,0
727,1256923514321070,Thomas Anthony Capobianco,"Habang naglalakad galing Math papuntang Melchor kasama ang aking co-app, nakasalubong ko ang kapitbahay namin dito sa tinutuluyan namin malapit sa campus...

Habang naglalakad at nakasalubong si ateng naka-white...

Ako: (papansinin ko ba? baka sabihin snobbish ako)
Ako: *Smile and wave*

Ate: *napaka-awkward ng smile sakin*
Ako: (hmmm.... bakit kaya...)

LATER PAG UWI...

Nakasabay ko yung kapitbahay ko... 
Ako *Smile and wave*

PERO BOOM. naka RED pala siya.

Ako: (O_O) ... holy shacks sino kaya kinawayan ko?  

Iba na talaga pag sabaw.",2012-12-07T15:18:14+0000,status,NA,326350678368_10151224961248369,46,4,0
826,1254499307897790,April Mae Dalangin,"Eksena sa jeep kanina.

*Non-verbatim*

Manong driver: Ma'am/sir kasya pa ang apat! (referring to us na pasakay)
Oh makiki-usod na lang ho tayo (sabi nya sa mga nauna ng pasahero)...
Yapos-yapos na lang ho, malamig naman.

At nagkatinginan na nga habang nakangiti ang mga pasahero. :D",2012-12-06T16:23:03+0000,status,NA,326350678368_10151223664203369,221,6,0
927,10153551299316800,Ram Roy,...that angels are everywhere...even in the most unexpected places...(Read On!),2012-12-07T14:45:40+0000,status,NA,326350678368_10151224929213369,17,0,0
1016,1051855388206210,Med Castro,"Don't judge the boobs by its cover. Malay mo, may padding lang..
XD

kamusta naman daw yung mga nabiktima ng bagyong pablo, di ba?",2012-12-07T00:29:42+0000,link,http://www.abs-cbnnews.com/lifestyle/12/03/12/student-council-chair-wants-breasts-enhanced,326350678368_10151224209418369,11,1,0
1117,10204101179288200,Leanza Mae Ronan,"Bumili ako ng t-shirt kanina sa UPBeat(UPLB), ung kulay black yung binili ko.
Kasama ko ung friend ko. :P

Friend: Masyado namang mayabang yan. Ito nalang bilhin mo *sabay hawak dun sa kulay gray na t-shirt.
Ako: Wag yan, susuotin ko nga to pag umuwi ako eh, baka di nila magets ibig sabhin nyan.
Friend: **Tawa ng tawa. HAHA.",2012-11-28T11:53:09+0000,photo,https://www.facebook.com/photo.php?fbid=3400126340430&set=gm.10151212026318369&type=3,326350678368_10151212026318369,336,17,0
1218,10208516883417000,Naj Albarico,"UPD 2nd Sem 2009-2010
""Choco Mucho""
P.S. Long post.

May classmate ako sa isang AH. Kada tapos ng class, nag-uusap kami about group activities. Habit na yun, hanggang sa napansin kong hindi na tungkol sa group ang pinag-uusapan namin. Napunta na sa personal stuff, pero basic ones muna: age, college/course, activities over the weekend, etc hanggang sa lumalim nang lumalim ang topic. Si guy ay nagpapasaring tungkol sa kanyang ex-gf na ganito-ganyan, etc. 

Ako? Keber. Pero naisip ko, swerte naman ng girl kasi may plano pa siyang balikan ng ex niya. 

Nagtext. Nagtawagan. Bored lang siguro kami pareho kaya inentertain namin isa't-isa. 

End na ng sem. Hiwalayan na dahil summer. Text pa rin kami hanggang sa napansin kong parating si ex ang kinukwento niya. Ako? May naramdamang bitterness kasi parang insensitive siya sa feelings ko [duh. nadevelop lang that time dahil sa constant communication at matalino kasi siya]. BUT! I remained silent. Tinago ko si feelings hanggang sa nawala na ang communication namin.

After 2 years...

Katatapos lang ng class ko sa AS. Nakakauhaw ang panahon kaya naisipan kong bumili ng juice kay Aling ________ sa tindahan na nasa tapat ng FC waiting shed. Wala dun yung juice na gusto ko, kaya lumipat ako kay Kuya na katabi ni Aling _______ [idk her name]. 

SAKTO! May juice si kuya na gusto ko! Tinanong ko kung magkano at habang naghahanap ako ng pambayad, may narinig ako sa bandang kanan ko at sinabing: ""Pabili nga po ng Choco Mucho"" Natigilan ako nun, naisip ko, pamilyar ang boses na yun. Pagkalingon ko sa kanan ko, aba, siya nga! 

Sa pagkagulat na makita siya, nasabi ko lang, ""uh. ikaw pala."" Inabot na ni kuya juice ko at nakuha na niya Choco Mucho niya. Sabay kami naglakad papalayo sa tindahan papuntang AS, dun din kasi next class niya.

Nagtanungan kami ng class sa AS, wala ""raw"" siyang class ng 11.30. Ako, 1pm pa naman class ko. Quarter to 12 na noon at inabot niya phone niya sakin, nagtanong pa ko kung ano gagawin ko pero automatic na rin na once inabot ang phone sayo, ilalagay mo # mo -- at ito ang ginawa ko. Pagkatapos nito, saka lang niya sinabi: ""Sige, papasok na ko. Matagal na kitang nakikita sa AS at ngayon lang ako naglakas-loob lapitan ka uli. Ang sungit mo kasi tingnan pag nakakasalubong kita."" Ang sinabi ko? ""Ah. Ok. See you around."" 

Passive dapat! Pero.... *lub dub. lub dub*  :D",2012-12-07T12:07:06+0000,status,NA,326350678368_10151224720203369,60,5,0
1318,10208664297225800,Roger Cabiles,"Please share and please be there. Mainit nating salubungin ang Casiguran marchers sa Unibersidad ng Bayan!  December 10, 8am sa UP Oblation Plaza.",2012-12-07T14:25:59+0000,status,NA,326350678368_10151224912323369,3,0,0
1418,1295513807130370,Jose Vergel Herrera,"Habang nakasakay ako ng toki sa national science complex kanina, may narinig akong lalaking may kausap sa celphone na nakaloudspeaker. May shineshare na problema yung kausap niya sa kanya.. wagas na wagas ang concern ng lalaki.. then suddenly:

*nonverbatim

Lalaking naka cp: Wait wait wait.. I'm in UP right now and it's the first time i've been on a toki in five years.. Nagbago na ang UP, ang ganda na..

(more praises)

Lalaking naka cp: There's the institue of chemistry, and I can see students in lab gowns, and you can see them doing experiments from the outside..

(more praises)

Lalaking naka cp: UP is rich, UP is rich..

(more praises)

Lalaking naka cp: Sige, continue..

Tapos todo share ulit si kausap kay lalaking naka cp.. Grabe.. When it's UP's time to shine, everyone stops to pay attention.. =)",2012-12-07T03:46:18+0000,status,NA,326350678368_10151224380483369,149,7,0
1718,10205752723968300,Janine Cambangay,"UP Diliman

Naalala ko nung first year ako, wala pa nung lec and discussion sa Math...
Nung first long exam namin sa Math 17, nadistract ako sa fishnet stockings na suot ng prof ko... O.O",2012-12-07T07:39:18+0000,status,NA,326350678368_10151224557088369,40,3,0
1818,10206203245022800,Kat Velmonte,"KAKAIBANG KWENTONG SPARKS NAMIN NG KABARKADA KO, NA NGAYON PARTNER KO NA. 

We started of as strangers. I am the shy type, so it took me two sems before ako naka-blend in sa ka-block ko. Siya, on the other hand, nakahanap agad ng instant friends among my classmates. Matagal-tagal din bago kami naging close. Nang magsimula akong maging open sa classmates ko, grupo niya nagwelcome sa akin sa group nila. That's when I started to notice na there's something common about us which I think can make whatever relation we might have in the future to last.
 Naging kaibingan ko siya. Karamay. Kasama. Kakwentuhan. Kakulitan. I know everything seems so right and everything fell on the right places. Like jigsaw puzzles.

One day, we went out at dun nalaman ko, may something between us. May spark.
Nasa SM kami nun, Natio in particular. Start pa lang sem so bili kami ng school supplies. Nag-ikot2x ako at iniwan ko siya. I was looking for interesting books na pwedeng bilhin. Nang mapagod, binalikan ko siya. Dahil busy siya sa pagpili ng magandang ballpen, para makuha attention niya, sinundot ko siya sa may bandang braso. 

At may naramdaman ako. Kakaiba. I know, that wasn'tt the first na na-feel ko yung ganoong feeling. Biglang tumigil ang mundo. Nilingon niya ako and our eyes met. We both stood there and froze. We both knew that what we had just felt was different. Tipong randam na randam namin pareho. And from then on,  nalaman namin pareho na posible........

posibleng may ""Volta Powers"" ako. Sabay sigaw VOLTA!!!

AT YAN ANG KWENTONG SPARKS/STATIC NAMIN NG KAIBIGAN KO. AND YES, NOW, PARTNER KO SIYA, PARTNER. SA. THESIS. ONLY.

Ikaw anong kwentong sparks mo?

#pagpasensyahanangmalikotnaisipan",2012-12-06T10:46:16+0000,status,NA,326350678368_10151223265118369,148,8,0
1918,10205562814377800,Carlo Santos,NA,2012-12-07T05:46:38+0000,status,NA,326350678368_10151224485883369,3,3,0
208,1209328559077400,Mikhael Anjelu Magana,"Adidas Brand Sale
The most awaited BRANDSALE is back this Christmas!<U+2605>

UP CIRCLE OF ENTREPRENEURS

ADIDAS BRANDSALE
50% off on ALL items!
UP Balay Kalinaw
December 10-14
8AM-5PM

We accept all major credit cards (Visa/MasterCard).

Contact Iris @ 09064453262
Mikhael @ 09153105617

Like our page for more updates:
http://www.facebook.com/pages/Adidas-Brand-Sale/206515666063224
Follow us on twitter: www.twitter.com/AdidasBrandsale",2012-12-07T12:40:08+0000,photo,https://www.facebook.com/AdidasBrandSale/photos/a.206524516062339.47183.206515666063224/444471962267592/?type=3,326350678368_10151224764838369,0,0,0
2112,1189368911074510,Marlowe Chica,"Blast from the Past Again
UPLB CEAT, ChE Department 1996

After 2 long exams in our CEN 45 (CHE 45 na siguro ito), marami sa amin ang mababa ang standing. Because of the 2nd long exam na super hirap, karamihan sa amin ay kalendaryo ang scores. Our instructor then decided that the next long exam will be Take Home and by groups of 3. Dalawa lang kami sa grupo pero ang kapartner ko naman ay ang blocmate kong mutant, with almost-perfect scores sa last 2 exams.

Me: Kailangan makakuha tayo ng mataas na score, para umangat ang standing natin. Ang target natin dapat ay perfect score.

Blocmate: Ha? Ang target ko lang dito sa exam ay enough para maka-tres ako eh.

Me: @_@  (while restraining myself from strangling my blocmate) Loko loko! Kapag Tres ka, BAGSAK ako!",2012-12-07T03:11:46+0000,status,NA,326350678368_10151224350938369,93,3,0
238,1184621074884010,Alegre Joven,"Naalala ko lang nang kinuwento ng kakilala ko.
Isang Student sa UPD nag shift ng couse na hindi sinabi hanggang Pagraduate. Akala ng magulang nya Natapos nya ung Chemical Engineering. Pinagkalat ng nanay nya sa buong baryo nila na may anak na syang engineer. Pagkauwi tapos nalaman na hindi pala engineering ung natapos ayun binato sa labas ng bahay nila ung diploma…. epic",2012-12-06T17:07:58+0000,status,NA,326350678368_10151223721098369,81,13,0
248,1279587868719860,Yaminah Mochica Maghirang Pinca,"kagabi, sa UPLB, may dalawa akong sis na alumni na bisita sa bahay..
kakauwi lang namin after mag-assist sa faculty follies..
sis 1 (talking to sis 2): ui, anong series mo dyan?
sis 2: 4715Z
ako: (napatingin kay sis 1 tapos kay sis 2, natatawa na) 
sis 1: ha? bago ba yun?
sis 2: ano po bang series..(saka palang nag-sink in sa kanya ung tinatanong nung isa..)
         ahh..series pala na as in tv series..akala ko kung anong series ung laptop ko..

sabaw lang. :)",2012-12-07T05:24:45+0000,status,NA,326350678368_10151224472783369,40,3,0
258,10205039801188600,Jessy Pinkman,"Happy Deviance Day, UP Mindanao! :))",2012-12-07T05:59:53+0000,status,NA,326350678368_10151224494088369,21,5,0
